City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
461,Senanga,ZM,-16.1167,23.2667,83.44,18,23,9.33,few clouds
462,Bhikhi,IN,30.0667,75.5333,78.35,73,99,6.26,overcast clouds
463,Olden,NO,61.8364,6.8064,62.17,93,98,2.82,light rain
464,Ossora,RU,59.2353,163.0719,36.77,83,90,12.86,overcast clouds
465,Mackay,AU,-21.15,149.2,64.04,69,97,7.43,overcast clouds
466,Rurrenabaque,BO,-14.4413,-67.5278,91.96,38,29,2.73,scattered clouds
467,Murray,US,40.6669,-111.888,75.07,80,90,6.91,shower rain
468,Jingdezhen,CN,29.2947,117.2079,76.08,88,3,4.29,light rain
469,Calamar,CO,10.2511,-74.9146,84.15,76,100,6.04,overcast clouds
470,Yumen,CN,40.2833,97.2,66.54,31,96,14.36,overcast clouds
471,Pathein,MM,16.7833,94.7333,75.78,97,100,5.46,overcast clouds
472,Nagato,JP,34.3833,131.2,74.07,85,54,3.53,broken clouds
473,Bonnyville,CA,54.2668,-110.735,58.12,50,67,7.56,broken clouds
474,Mount Pleasant,US,32.7941,-79.8626,83.3,60,1,7.0,clear sky
475,Tukrah,LY,32.5341,20.5791,87.19,44,0,8.12,clear sky
476,Maragogi,BR,-9.0122,-35.2225,81.07,58,30,7.65,scattered clouds
477,Ponta Delgada,PT,37.7333,-25.6667,72.32,73,40,11.5,scattered clouds
478,Szczytno,PL,53.5626,20.9875,73.33,46,0,4.61,clear sky
479,Spas-Klepiki,RU,55.1347,40.1767,57.69,79,65,4.32,broken clouds
480,Potiskum,NG,11.7091,11.0694,92.79,43,31,5.88,scattered clouds
481,Port Hardy,CA,50.6996,-127.4199,57.18,90,99,2.37,overcast clouds
482,Sao Joaquim,BR,-28.2939,-49.9317,64.35,41,0,5.12,clear sky
483,Tayga,RU,56.06,85.6197,50.92,97,91,10.02,moderate rain
484,Reconquista,AR,-29.15,-59.65,75.65,36,0,12.12,clear sky
485,Nedjo,ET,9.5046,35.5019,59.99,95,55,2.75,moderate rain
486,Knokke-Heist,BE,51.3333,3.3333,69.1,76,87,5.99,overcast clouds
487,Terme,TR,41.2092,36.9739,71.53,76,31,5.28,scattered clouds
488,Ayan,RU,56.45,138.1667,52.88,79,44,6.89,scattered clouds
489,Illapel,CL,-31.6308,-71.1653,66.33,41,100,8.3,overcast clouds
490,Moose Factory,CA,51.2585,-80.6094,57.18,100,90,9.22,light rain
491,Inongo,CD,-1.95,18.2667,72.43,86,77,6.26,light rain
492,Pochutla,MX,15.7432,-96.4661,82.22,85,100,1.57,overcast clouds
493,Rantepao,ID,-2.9701,119.8978,66.4,98,88,2.48,overcast clouds
494,Whyalla,AU,-33.0333,137.5833,53.49,76,90,5.75,overcast clouds
495,Tabriz,IR,38.08,46.2919,80.06,14,0,4.61,clear sky
496,Kalyazin,RU,57.2403,37.8433,56.17,90,96,7.34,overcast clouds
497,Hobyo,SO,5.3505,48.5268,78.55,84,18,29.55,few clouds
498,Grand Gaube,MU,-20.0064,57.6608,71.38,77,14,5.99,light rain
499,Samarai,PG,-10.6167,150.6667,78.8,84,99,15.57,overcast clouds
500,Port Antonio,JM,18.18,-76.4612,91.9,63,55,9.1,broken clouds
501,Havre,FR,49.5833,0.3333,68.49,72,0,4.61,clear sky
502,Deputatskiy,RU,69.3,139.9,35.69,69,99,3.56,overcast clouds
503,Mailsi,PK,29.8003,72.1758,82.24,72,23,13.76,few clouds
504,Matadi,CD,-5.8167,13.45,90.09,48,83,11.07,broken clouds
505,Pacific Grove,US,36.6177,-121.9166,67.57,94,75,1.99,mist
506,Raymond Terrace,AU,-32.75,151.75,61.68,81,0,3.44,clear sky
507,Brae,GB,60.3964,-1.353,53.51,82,100,18.41,overcast clouds
508,Muli,MV,2.9167,73.5667,83.75,68,100,8.84,overcast clouds
509,Luga,RU,58.7372,29.8453,64.81,69,56,4.12,broken clouds
510,Tynda,RU,55.1667,124.7167,41.14,95,13,1.21,few clouds
511,Plettenberg Bay,ZA,-34.0527,23.3716,62.06,78,89,1.77,overcast clouds
512,Avera,US,33.194,-82.5271,83.68,36,0,5.32,clear sky
513,Parkes,AU,-33.1333,148.1833,55.54,47,0,14.72,clear sky
514,Lata,PT,40.1629,-8.3327,86.36,44,73,2.86,broken clouds
515,Mabaruma,GY,8.2,-59.7833,86.18,64,77,5.19,broken clouds
516,Namanga,KE,-2.5433,36.7905,71.8,44,80,9.62,broken clouds
517,Guozhen,CN,34.3659,107.359,73.62,77,0,3.0,clear sky
518,Smithers,CA,54.7804,-127.1743,44.92,100,75,5.75,mist
519,Phangnga,TH,8.4509,98.5298,82.44,95,100,3.15,overcast clouds
520,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,92.25,50,49,3.04,scattered clouds
521,Hambantota,LK,6.1241,81.1185,80.62,78,92,18.57,overcast clouds
522,Chiplun,IN,17.5333,73.5167,75.0,98,56,3.83,broken clouds
523,Russell,US,32.3502,-85.1999,82.11,47,0,7.05,clear sky
524,Wright,US,45.1833,-93.9502,75.56,73,1,8.05,clear sky
525,Whitehorse,CA,60.7161,-135.0538,49.01,88,100,3.58,overcast clouds
526,Komsomolsk,UA,49.0097,33.6455,72.07,41,70,4.18,broken clouds
527,Inzai,JP,35.798,140.1839,76.78,94,75,5.75,mist
528,Uthai Thani,TH,15.3833,99.55,74.14,89,96,4.76,light rain
529,Babu,CN,24.4167,111.5167,83.25,72,47,2.24,scattered clouds
530,Milton,US,34.1322,-84.3007,81.63,68,1,3.89,clear sky
531,Gizo,SB,-8.103,156.8419,81.01,78,76,8.57,light rain
532,Chirongui,YT,-12.9319,45.1483,76.93,72,5,10.36,clear sky
533,Port-Gentil,GA,-0.7193,8.7815,77.88,85,100,15.14,overcast clouds
534,Okato,NZ,-39.2,173.8833,44.69,83,36,8.93,scattered clouds
535,Caravelas,BR,-17.7125,-39.2481,82.78,58,4,10.65,clear sky
536,Angoche,MZ,-16.2325,39.9086,74.75,76,5,13.51,clear sky
537,Marrakesh,MA,31.6315,-8.0083,104.07,16,40,6.91,scattered clouds
538,Coquimbo,CL,-29.9533,-71.3436,56.93,76,90,14.97,overcast clouds
539,Sheltozero,RU,61.3667,35.3667,48.15,90,100,1.52,light rain
540,Ponta Do Sol,PT,32.6667,-17.1,83.03,69,0,7.31,clear sky
541,Suntar,RU,62.1444,117.6319,51.67,91,80,0.4,broken clouds
542,Arua,UG,3.0201,30.9111,68.11,82,74,1.41,light rain
543,Elbrus,RU,43.2577,42.6443,51.82,84,31,3.78,light rain
544,Skjervoy,NO,70.0311,20.9714,48.11,70,82,8.46,broken clouds
545,Choachi,CO,4.529,-73.9227,69.39,97,100,2.89,overcast clouds
546,Eyl,SO,7.9803,49.8164,79.72,75,100,23.89,overcast clouds
547,Holme,DK,56.1138,10.1725,69.37,92,85,10.38,overcast clouds
548,Huanren,CN,41.2647,125.3667,51.94,95,5,3.15,clear sky
549,Clearwater,US,27.9659,-82.8001,84.9,79,1,5.01,clear sky
550,Khangarh,PK,29.9173,71.1618,84.27,59,13,13.18,few clouds
551,Nsunga,TZ,-1.1439,31.3947,71.78,50,29,4.94,scattered clouds
552,Olafsvik,IS,64.8945,-23.7142,46.89,68,58,14.09,broken clouds
553,Harper,LR,4.375,-7.7169,82.89,71,60,10.18,broken clouds
554,Voykove,UA,45.3826,36.4372,70.83,69,100,5.82,light rain
555,Jinxiang,CN,27.4327,120.6062,78.48,87,83,6.98,light rain
556,Emerald,AU,-23.5333,148.1667,58.15,89,3,8.5,clear sky
557,Shar,KZ,49.5886,81.0453,66.63,26,100,15.48,overcast clouds
558,Lieksa,FI,63.3167,30.0167,52.25,79,73,3.13,broken clouds
559,Sao Filipe,CV,14.8961,-24.4956,79.75,75,85,5.61,overcast clouds
560,Fairbanks,US,64.8378,-147.7164,42.76,92,1,0.0,clear sky
561,Fort Saint James,CA,54.4333,-124.25,51.96,86,100,2.06,overcast clouds
562,Filingue,NE,14.3521,3.3168,99.99,33,49,5.93,scattered clouds
563,Sobolevo,RU,54.4299,31.8996,63.79,71,78,5.88,broken clouds
564,Kadoma,JP,34.7333,135.5833,76.98,73,84,1.39,broken clouds
565,Blythe,US,33.6103,-114.5964,96.03,48,1,4.61,clear sky
566,Flin Flon,CA,54.7682,-101.865,49.64,52,90,9.89,overcast clouds
567,Benghazi,LY,32.1167,20.0667,85.55,53,0,7.52,clear sky
568,Pulandian,CN,39.3953,121.9669,73.53,88,0,5.23,light rain
569,Huarmey,PE,-10.0681,-78.1522,67.06,76,91,9.84,overcast clouds
570,La Grande,US,45.3246,-118.0877,59.58,83,0,2.44,clear sky
571,Tirumala,IN,13.6833,79.35,74.59,67,100,6.62,overcast clouds
572,Goroka,PG,-6.0834,145.3873,59.04,97,89,0.92,overcast clouds
573,Stornoway,GB,58.2093,-6.3865,59.94,94,90,20.71,overcast clouds
574,Palencia,ES,42.4167,-4.5,75.92,29,99,9.13,overcast clouds
575,Khudumelapye,BW,-23.8833,24.75,73.6,17,0,9.8,clear sky
576,Takaka,NZ,-40.85,172.8,47.55,83,9,5.86,clear sky
577,Vallenar,CL,-28.5708,-70.7581,70.59,27,6,11.88,clear sky
578,Kangaatsiaq,GL,68.3065,-53.4641,30.94,54,0,24.0,clear sky
579,Kimbe,PG,-5.5502,150.1429,73.96,93,93,4.94,overcast clouds
580,Vila,PT,42.0304,-8.1588,71.33,56,100,4.21,overcast clouds
581,Arivonimamo,MG,-19.0167,47.1833,57.25,71,33,11.95,scattered clouds
582,Rzhaksa,RU,52.1338,42.0264,62.28,69,71,4.0,broken clouds
583,Viedma,AR,-40.8135,-62.9967,69.66,39,100,26.75,overcast clouds
584,Kalmunai,LK,7.4167,81.8167,83.26,64,98,6.08,overcast clouds
585,Srednekolymsk,RU,67.45,153.6833,29.62,75,100,2.82,overcast clouds
586,Arman,RU,59.7,150.1667,34.2,64,2,8.63,clear sky
587,Hunterville,NZ,-39.9333,175.5667,46.96,93,29,5.68,scattered clouds
588,Botad,IN,22.1667,71.6667,81.03,82,100,8.05,heavy intensity rain
589,Talcahuano,CL,-36.7167,-73.1167,53.28,94,90,28.77,overcast clouds
590,Kerman,IR,30.2832,57.0788,77.13,13,0,8.19,clear sky
591,Sidrolandia,BR,-20.9319,-54.9614,81.39,36,53,6.06,broken clouds
592,Solnechnyy,RU,50.7214,136.6319,47.53,95,100,6.38,overcast clouds
593,Naze,JP,28.3667,129.4833,76.19,83,100,2.33,moderate rain
594,Ulaanbaatar,MN,47.9077,106.8832,46.53,87,75,15.66,light rain
595,Puerto Colombia,CO,10.9878,-74.9547,82.49,74,96,9.22,overcast clouds
596,Umm Lajj,SA,25.0213,37.2685,84.22,68,4,13.56,clear sky
597,Umarkot,PK,25.3616,69.7362,84.27,74,99,17.4,light rain
598,Rafsanjan,IR,30.4067,55.9939,81.25,12,0,16.17,clear sky
599,Trincomalee,LK,8.5711,81.2335,82.58,68,99,18.99,overcast clouds
600,Banjarmasin,ID,-3.3244,114.591,75.34,93,88,2.46,overcast clouds
601,Malpe,IN,13.35,74.7167,78.1,89,85,6.31,overcast clouds
602,Bubaque,GW,11.2833,-15.8333,80.37,79,100,12.95,overcast clouds
603,Olinda,BR,-8.0089,-34.8553,82.13,57,40,12.66,scattered clouds
604,Fort Nelson,CA,58.8053,-122.7002,47.79,93,75,0.0,broken clouds
605,Chepo,PA,9.1667,-79.1,78.58,81,100,5.01,overcast clouds
606,Calama,CL,-22.4667,-68.9333,70.29,9,20,11.5,few clouds
607,Villafranca De Los Barros,ES,38.5614,-6.3381,89.35,34,44,8.97,scattered clouds
608,Killybegs,IE,54.6333,-8.45,64.11,77,95,9.57,overcast clouds
609,Iberia,US,29.9502,-91.7507,82.98,51,1,10.36,clear sky
610,Gharghoda,IN,22.1667,83.35,76.03,92,98,3.6,overcast clouds
611,Beira,MZ,-19.8436,34.8389,71.87,65,29,9.15,scattered clouds
612,Shaowu,CN,27.3409,117.4831,75.34,93,1,2.75,light rain
613,Wanning,CN,18.8003,110.3967,79.83,89,24,1.79,few clouds
614,Prince Rupert,CA,54.3161,-130.3201,55.87,85,100,8.23,overcast clouds
615,Knysna,ZA,-34.0363,23.0471,64.27,75,94,4.21,overcast clouds
616,Kirakira,SB,-10.4544,161.9205,78.08,86,53,9.35,broken clouds
617,Mbandaka,CD,0.0487,18.2603,78.21,76,74,1.61,light rain
618,Pitimbu,BR,-7.4706,-34.8086,84.79,60,53,15.17,broken clouds
619,Carauari,BR,-4.8828,-66.8958,91.17,50,79,3.44,broken clouds
620,Gull Lake,CA,50.1001,-108.4847,52.16,78,100,12.8,overcast clouds
621,Hare Bay,CA,48.8499,-54.0148,71.51,52,30,18.23,scattered clouds
622,Sainte-Marie,RE,-20.8968,55.5496,69.96,78,90,17.27,overcast clouds
623,Tongren,CN,27.7172,109.1853,77.4,75,87,3.2,light rain
624,Mindelo,CV,16.8901,-24.9804,79.09,78,79,5.46,broken clouds
625,Winslow,US,35.0242,-110.6974,76.96,36,1,1.99,clear sky
626,Carmelo,UY,-33.9892,-58.2856,65.19,64,2,10.58,clear sky
627,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,63.14,73,37,3.29,scattered clouds
628,Griffith,US,41.5284,-87.4237,79.47,68,1,3.0,clear sky
629,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.86,68,60,11.9,broken clouds
630,Ayagoz,KZ,47.9714,80.4392,56.95,32,81,8.21,broken clouds
631,Tarko-Sale,RU,64.9225,77.785,47.89,89,100,13.18,overcast clouds
632,Cayenne,GF,4.9333,-52.3333,89.64,73,40,5.01,scattered clouds
633,Maniwaki,CA,46.3834,-75.966,66.4,57,84,10.4,broken clouds
634,Touros,BR,-5.1989,-35.4608,86.9,55,9,19.57,clear sky
635,Tufesti,RO,45.05,27.8167,78.44,29,70,7.96,broken clouds
636,Puerto Leguizamo,CO,-0.1934,-74.7819,86.31,53,70,3.02,broken clouds
637,Presidente Medici,BR,-11.1753,-61.9014,97.36,35,6,3.02,clear sky
638,Mana,GF,5.6592,-53.7767,86.77,61,6,11.36,clear sky
639,Half Moon Bay,US,37.4636,-122.4286,70.45,86,20,0.0,few clouds
640,Beruwala,LK,6.4788,79.9828,80.11,83,100,9.55,moderate rain
641,Youkounkoun,GN,12.5333,-13.1333,86.77,67,98,0.92,overcast clouds
642,Saldanha,ZA,-33.0117,17.9442,60.12,87,100,9.04,overcast clouds
643,Sao Felix Do Xingu,BR,-6.6447,-51.995,102.2,21,5,4.34,clear sky
644,Dodge City,US,37.7528,-100.0171,90.64,33,1,10.0,clear sky
645,Bodden Town,KY,19.2833,-81.25,88.99,71,20,10.0,few clouds
646,Zhangjiakou,CN,40.81,114.8794,66.65,78,3,6.44,clear sky
647,Bonthe,SL,7.5264,-12.505,82.69,70,92,8.39,overcast clouds
648,Panaba,MX,21.2833,-88.2667,75.0,95,100,7.31,overcast clouds
649,Ixtapa,MX,20.7,-105.2,85.23,74,1,2.3,clear sky
650,Constitucion,CL,-35.3333,-72.4167,54.43,89,100,23.22,moderate rain
651,Konevo,RU,62.1215,39.3192,46.38,84,84,4.47,broken clouds
652,Nuuk,GL,64.1835,-51.7216,45.21,57,75,13.8,broken clouds
653,Ojinaga,MX,29.5667,-104.4167,87.57,30,1,3.44,clear sky
654,Santa Cruz,BO,-17.8,-63.1667,85.46,39,40,14.97,scattered clouds
655,San Juan,AR,-31.5375,-68.5364,79.61,12,0,14.79,clear sky
656,Mokrous,RU,51.2333,47.5167,60.35,41,0,6.67,clear sky
657,Galle,LK,6.0367,80.217,80.35,82,100,10.92,overcast clouds
658,Westport,US,41.1415,-73.3579,78.21,58,1,1.01,clear sky
659,Navolato,MX,24.7672,-107.6944,86.63,81,0,5.84,clear sky
660,Carutapera,BR,-1.195,-46.02,88.27,56,76,9.93,broken clouds
661,Kenora,CA,49.8167,-94.4337,57.18,61,53,11.01,broken clouds
662,General Higinio Morinigo,PY,-25.95,-55.9167,79.45,31,5,4.99,clear sky
663,Batemans Bay,AU,-35.7167,150.1833,64.9,48,0,7.67,clear sky
664,Severomuysk,RU,56.1481,113.4267,43.03,90,100,3.44,light rain
665,Kamakwie,SL,9.5,-12.2333,78.31,91,99,0.96,moderate rain
666,Humaita,BR,-7.5061,-63.0208,101.03,32,4,1.88,clear sky
667,Joetsu,JP,37.1483,138.2364,70.41,86,12,3.62,few clouds
668,Abashiri,JP,44.0213,144.2697,59.59,91,82,12.97,broken clouds
669,Tapes,BR,-30.6733,-51.3958,66.88,62,13,3.89,few clouds
670,Saint-Francois,FR,46.4154,3.9054,75.47,53,20,3.44,few clouds
671,Singaraja,ID,-8.112,115.0882,78.6,87,95,4.21,overcast clouds
672,Mercedes,AR,-34.6515,-59.4307,65.79,64,7,13.33,clear sky
673,Moravske Budejovice,CZ,49.0521,15.8086,75.25,52,55,2.93,broken clouds
674,Macau,MO,22.2006,113.5461,87.71,84,0,8.05,light rain
675,Lao Cai,VN,22.4833,103.95,79.07,76,0,1.59,clear sky
676,Khorramshahr,IR,30.4397,48.1664,94.95,11,0,11.83,clear sky
677,Goba,ET,7.0167,39.9833,51.22,90,64,6.22,broken clouds
678,Vardo,NO,70.3705,31.1107,43.84,70,88,10.63,overcast clouds
679,Ilhabela,BR,-23.7781,-45.3581,71.38,84,89,4.12,overcast clouds
680,Cotonou,BJ,6.3654,2.4183,80.64,76,99,5.7,overcast clouds
681,Alta,NO,69.9689,23.2717,47.46,74,0,3.0,clear sky
682,Port Macquarie,AU,-31.4333,152.9167,48.16,100,0,0.0,clear sky
683,Isla Mujeres,MX,21.2311,-86.731,82.45,85,100,11.03,overcast clouds
684,Niono,ML,14.2526,-5.993,93.24,35,95,7.16,overcast clouds
685,Gazojak,TM,41.1875,61.4036,71.08,14,0,9.22,clear sky
686,Rudbar,AF,30.15,62.6,83.43,15,0,5.01,clear sky
687,Tabou,CI,4.423,-7.3528,81.88,73,52,10.22,broken clouds
688,Takoradi,GH,4.8845,-1.7554,78.85,83,52,9.78,moderate rain
689,Kastamonu,TR,41.5,33.6667,62.62,82,65,6.96,broken clouds
690,Kilkenny,IE,52.6542,-7.2522,65.08,79,100,5.99,overcast clouds
691,Riyadh,SA,24.6877,46.7219,95.14,8,58,12.5,broken clouds
692,Oskemen,KZ,49.9565,82.6119,60.44,29,100,8.93,overcast clouds
