City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Kaeo,-35.1,173.7833,60.33,91,100,9.98,NZ,2021-09-07 03:23:42
282,Zemio,5.0314,25.1361,68.27,99,100,3.42,CF,2021-09-07 03:23:43
283,Casper,42.8666,-106.3131,74.5,23,1,6.91,US,2021-09-07 03:21:21
284,Berezovyy,51.6667,135.7,70.75,65,100,3.4,RU,2021-09-07 03:23:43
285,Bodden Town,19.2833,-81.25,84.2,86,20,1.99,KY,2021-09-07 03:23:44
286,Sao Filipe,14.8961,-24.4956,78.26,84,67,2.71,CV,2021-09-07 03:23:44
287,Fasa,28.9383,53.6482,67.24,22,0,4.61,IR,2021-09-07 03:23:44
288,Manyana,-23.4,21.7167,51.15,33,41,11.68,BW,2021-09-07 03:23:45
289,Yago,21.8333,-105.0667,76.55,96,99,0.83,MX,2021-09-07 03:23:45
290,Mabaruma,8.2,-59.7833,73.63,98,99,2.37,GY,2021-09-07 03:23:45
291,Yurla,59.3259,54.3223,39.49,83,99,6.98,RU,2021-09-07 03:23:46
292,Sorland,67.667,12.6934,48.27,87,100,11.41,NO,2021-09-07 03:23:46
293,Muravlenko,63.7898,74.523,47.17,67,4,16.28,RU,2021-09-07 03:23:46
294,Wanning,18.8003,110.3967,83.43,78,64,7.63,CN,2021-09-07 03:23:47
295,Chengam,12.3,78.8,79.97,66,100,10.96,IN,2021-09-07 03:23:47
296,Stokmarknes,68.5646,14.9108,52.5,91,98,6.53,NO,2021-09-07 03:23:47
297,Touros,-5.1989,-35.4608,72.5,76,41,13.73,BR,2021-09-07 03:23:48
298,Alcudia,39.8532,3.1214,72.37,70,100,6.91,ES,2021-09-07 03:23:48
299,Jibuti,11.5,42.5,85.42,56,99,6.91,DJ,2021-09-07 03:23:48
300,Dalvik,65.9702,-18.5286,48.13,94,100,7.2,IS,2021-09-07 03:23:49
301,La Rochelle,46.1667,-1.15,69.87,60,0,12.66,FR,2021-09-07 03:23:49
302,Muscat,23.6139,58.5922,86.02,68,4,5.17,OM,2021-09-07 03:19:28
303,Honiara,-9.4333,159.95,82.26,77,94,3.78,SB,2021-09-07 03:23:50
304,Tual,-5.6667,132.75,80.71,76,50,24.18,ID,2021-09-07 03:23:50
305,Andilamena,-17.0167,48.5833,57.2,87,93,10.02,MG,2021-09-07 03:23:50
306,Soavinandriana,-19.1667,46.7333,47.39,75,0,6.2,MG,2021-09-07 03:23:51
307,Beyneu,45.3167,55.2,68.5,54,91,11.01,KZ,2021-09-07 03:23:51
308,General Roca,-39.0333,-67.5833,52.2,67,30,13.85,AR,2021-09-07 03:23:51
309,Abu Zabad,12.35,29.25,73.49,83,83,6.24,SD,2021-09-07 03:23:52
310,Kurilsk,45.2333,147.8833,59.22,71,0,11.41,RU,2021-09-07 03:23:52
311,Harer,9.3094,42.1258,59.2,84,97,1.79,ET,2021-09-07 03:23:52
312,Visby,57.6409,18.296,54.86,93,75,4.61,SE,2021-09-07 03:23:53
313,Havoysund,70.9963,24.6622,43.68,78,100,9.66,NO,2021-09-07 03:23:53
314,Comodoro Rivadavia,-45.8667,-67.5,46.26,66,0,6.91,AR,2021-09-07 03:19:18
315,Cherskiy,68.75,161.3,33.91,85,100,15.66,RU,2021-09-07 03:23:54
316,Khowai,24.1,91.6333,85.78,83,100,5.95,IN,2021-09-07 03:23:55
317,Heihe,50.2441,127.4902,68.58,70,100,12.55,CN,2021-09-07 03:23:56
318,Rawson,-43.3002,-65.1023,53.69,76,100,4.85,AR,2021-09-07 03:23:56
319,Iluppur,10.5135,78.6236,81.75,65,100,2.62,IN,2021-09-07 03:23:56
320,Manzhouli,49.6,117.4333,57.25,62,99,10.25,CN,2021-09-07 03:23:57
321,Mao,39.8885,4.2658,73.96,94,75,5.75,ES,2021-09-07 03:23:57
322,Rivadavia,-33.1905,-68.4608,61.27,74,0,9.24,AR,2021-09-07 03:20:43
323,Camana,-16.6228,-72.7111,59.88,82,99,6.46,PE,2021-09-07 03:23:58
324,Awjilah,29.1081,21.2869,78.28,54,0,11.16,LY,2021-09-07 03:23:58
325,Bolshoye Murashkino,55.7826,44.7754,39.09,79,78,9.91,RU,2021-09-07 03:23:58
326,Buluang,13.3068,123.3425,79.79,89,100,5.68,PH,2021-09-07 03:23:59
327,Altamira,-3.2033,-52.2064,74.64,76,30,1.39,BR,2021-09-07 03:23:59
328,Luderitz,-26.6481,15.1594,51.04,59,0,14.67,NA,2021-09-07 03:23:59
329,San Juan,-31.5375,-68.5364,62.92,49,0,18.23,AR,2021-09-07 03:20:19
330,Bangui,4.3612,18.555,71.78,94,40,0.0,CF,2021-09-07 03:24:00
331,Bahia Honda,22.9036,-83.1592,76.91,85,99,3.49,CU,2021-09-07 03:24:00
332,Pangoa,-12.1167,-73.0,66.36,99,100,2.3,PE,2021-09-07 03:23:11
333,Norfolk,42.1668,-71.2495,68.95,82,1,0.0,US,2021-09-07 03:24:01
334,Srivardhan,18.0333,73.0167,77.41,92,100,2.82,IN,2021-09-07 03:24:01
335,Baykit,61.67,96.37,51.87,67,100,0.34,RU,2021-09-07 03:24:01
336,Nanning,22.8167,108.3167,79.25,75,82,8.37,CN,2021-09-07 03:24:02
337,Tuktoyaktuk,69.4541,-133.0374,41.0,87,90,23.02,CA,2021-09-07 03:24:02
338,Port Hawkesbury,45.6169,-61.3485,65.91,98,90,11.01,CA,2021-09-07 03:24:02
339,Lianran,24.9227,102.485,59.54,77,99,3.42,CN,2021-09-07 03:24:03
340,Grand Gaube,-20.0064,57.6608,70.38,65,76,10.0,MU,2021-09-07 03:24:03
341,Pevek,69.7008,170.3133,31.93,96,100,8.66,RU,2021-09-07 03:24:03
342,Komsomolskiy,40.4272,71.7189,77.72,31,0,4.61,UZ,2021-09-07 03:24:04
343,Soltsy,58.1239,30.3238,48.4,97,100,9.28,RU,2021-09-07 03:24:04
344,Lidzbark Warminski,54.1259,20.5795,47.53,70,99,6.13,PL,2021-09-07 03:24:04
345,Nyurba,63.2842,118.3319,57.15,48,100,8.63,RU,2021-09-07 03:24:05
346,Atar,20.5169,-13.0499,89.55,28,7,2.19,MR,2021-09-07 03:24:05
347,Kismayo,-0.3582,42.5454,75.7,84,65,12.64,SO,2021-09-07 03:24:05
348,Wawa,9.9022,4.4192,72.21,95,28,4.23,NG,2021-09-07 03:21:12
349,Buala,-8.145,159.5921,84.69,68,68,6.33,SB,2021-09-07 03:24:06
350,Sendenhorst,51.8333,7.8333,59.77,72,100,2.84,DE,2021-09-07 03:24:06
351,Haines Junction,60.7522,-137.5108,55.35,58,86,9.22,CA,2021-09-07 03:24:06
352,Hamadan,34.7992,48.5146,65.48,22,0,2.35,IR,2021-09-07 03:24:07
353,Ilulissat,69.2167,-51.1,39.22,87,75,13.8,GL,2021-09-07 03:24:07
354,Kazachinskoye,57.6953,93.2761,55.89,53,8,3.91,RU,2021-09-07 03:24:07
355,Makakilo City,21.3469,-158.0858,82.72,57,90,4.61,US,2021-09-07 03:24:08
356,Namibe,-15.1961,12.1522,63.27,90,85,5.01,AO,2021-09-07 03:24:08
357,Mbalmayo,3.5167,11.5,70.12,96,87,4.43,CM,2021-09-07 03:24:08
358,Belyy Yar,53.6039,91.3903,62.49,67,0,2.24,RU,2021-09-07 03:24:09
359,Bitung,1.4451,125.1824,90.45,83,100,13.35,ID,2021-09-07 03:21:02
360,Dawlatabad,36.4141,64.9053,83.39,12,0,5.12,AF,2021-09-07 03:24:09
361,Nederland,29.9744,-93.9924,76.96,98,1,4.61,US,2021-09-07 03:24:09
362,Daman,20.4167,72.85,80.47,87,100,5.23,IN,2021-09-07 03:24:10
363,Grindavik,63.8424,-22.4338,49.95,87,90,6.91,IS,2021-09-07 03:24:10
364,Dolores,-36.3132,-57.6792,55.24,79,100,13.49,AR,2021-09-07 03:24:10
365,Beaufort,5.3473,115.7455,84.36,61,97,4.23,MY,2021-09-07 03:21:31
366,Farafangana,-22.8167,47.8333,67.28,84,83,7.07,MG,2021-09-07 03:24:11
367,Sept-Iles,50.2001,-66.3821,57.72,97,90,3.0,CA,2021-09-07 03:22:19
368,Bathsheba,13.2167,-59.5167,79.41,89,40,4.61,BB,2021-09-07 03:24:11
369,Mbarara,-0.608,30.65,63.55,78,19,1.05,UG,2021-09-07 03:24:12
370,Lazaro Cardenas,17.9583,-102.2,77.41,89,100,3.8,MX,2021-09-07 03:24:12
371,Sarh,9.1429,18.3923,73.31,88,20,0.0,TD,2021-09-07 03:24:12
372,Clyde River,70.4692,-68.5914,29.95,83,86,3.02,CA,2021-09-07 03:24:13
373,Goderich,43.7501,-81.7165,58.91,88,9,2.3,CA,2021-09-07 03:24:13
374,Coari,-4.085,-63.1414,75.34,79,49,1.9,BR,2021-09-07 03:24:14
375,San Cristobal,7.7669,-72.225,65.7,98,39,2.46,VE,2021-09-07 03:24:14
376,Jiangmen,22.5833,113.0833,87.93,80,31,1.01,CN,2021-09-07 03:24:14
377,Quesnel,52.9999,-122.5029,59.5,72,90,0.0,CA,2021-09-07 03:20:31
378,Praya,14.9215,-23.5087,77.54,94,20,4.61,CV,2021-09-07 03:24:15
379,Queanbeyan,-35.35,149.2333,68.61,43,7,20.71,AU,2021-09-07 03:19:26
380,Cayenne,4.9333,-52.3333,81.09,85,0,1.01,GF,2021-09-07 03:24:15
381,Praia Da Vitoria,38.7333,-27.0667,68.25,77,40,13.6,PT,2021-09-07 03:24:15
382,Amot,59.5714,7.9877,49.32,93,100,3.71,NO,2021-09-07 03:24:16
383,Troyes,48.3333,4.0833,57.97,87,0,0.0,FR,2021-09-07 03:24:16
384,Pahrump,36.2083,-115.9839,96.06,15,0,2.28,US,2021-09-07 03:19:51
385,Sampit,-2.5333,112.95,86.27,65,76,2.98,ID,2021-09-07 03:23:52
386,Cochrane,51.1834,-114.4687,63.64,54,1,12.66,CA,2021-09-07 03:24:17
387,Brikama,13.2714,-16.6494,80.64,94,40,5.75,GM,2021-09-07 03:24:17
388,Moron,-34.6534,-58.6198,61.02,89,100,7.0,AR,2021-09-07 03:24:17
389,Sakakah,29.9697,40.2064,78.37,25,1,8.1,SA,2021-09-07 03:24:18
390,Huilong,31.8111,121.655,80.98,78,65,11.92,CN,2021-09-07 03:24:18
391,Soe,-9.8607,124.284,78.85,47,37,12.46,ID,2021-09-07 03:24:18
392,Pasighat,28.0667,95.3333,77.56,94,100,2.21,IN,2021-09-07 03:24:19
393,Dzaoudzi,-12.7887,45.2699,76.89,78,90,9.22,YT,2021-09-07 03:24:19
394,Vestmannaeyjar,63.4427,-20.2734,51.57,79,91,13.04,IS,2021-09-07 03:24:19
395,Baruun-Urt,46.6806,113.2792,59.59,44,51,8.68,MN,2021-09-07 03:24:20
396,Itoman,26.1247,127.6694,88.57,70,40,6.91,JP,2021-09-07 03:24:20
397,Marand,38.4329,45.7749,66.54,54,0,1.99,IR,2021-09-07 03:24:20
398,Havre,49.5833,0.3333,65.97,72,0,5.75,FR,2021-09-07 03:24:21
399,Dryden,49.7833,-92.7503,61.09,88,90,11.5,CA,2021-09-07 03:24:21
400,Padang,-0.9492,100.3543,82.45,84,90,3.6,ID,2021-09-07 03:24:21
401,Hambantota,6.1241,81.1185,84.54,79,40,11.5,LK,2021-09-07 03:24:22
402,Chimore,-16.9833,-65.1333,76.62,62,30,2.8,BO,2021-09-07 03:24:22
403,Roald,62.5833,6.1333,61.11,88,100,12.66,NO,2021-09-07 03:24:22
404,Mayo,38.8876,-76.5119,73.38,84,1,0.0,US,2021-09-07 03:24:23
405,Urziceni,44.7167,26.6333,55.31,66,0,5.32,RO,2021-09-07 03:24:23
406,Salalah,17.0151,54.0924,78.89,94,90,2.3,OM,2021-09-07 03:24:23
407,Kang,-23.6752,22.7876,54.5,28,91,12.59,BW,2021-09-07 03:24:24
408,Los Llanos De Aridane,28.6585,-17.9182,73.15,81,90,3.44,ES,2021-09-07 03:24:24
409,Rio Grande,-32.035,-52.0986,61.95,84,100,18.66,BR,2021-09-07 03:24:24
410,Aguimes,27.9054,-15.4461,74.03,75,20,17.27,ES,2021-09-07 03:24:25
411,Batemans Bay,-35.7167,150.1833,75.2,43,0,8.25,AU,2021-09-07 03:24:25
412,Khash,28.2211,61.2158,80.06,12,0,3.22,IR,2021-09-07 03:24:25
413,Kingaroy,-26.5333,151.8333,69.84,21,0,11.5,AU,2021-09-07 03:24:26
414,Katherine,-14.4667,132.2667,84.52,16,5,14.97,AU,2021-09-07 03:24:26
415,Chabahar,25.2919,60.643,80.33,84,3,7.99,IR,2021-09-07 03:24:26
416,Mizdah,31.4451,12.9801,66.49,90,0,2.13,LY,2021-09-07 03:24:27
417,Okha,53.5739,142.9478,64.76,46,0,5.32,RU,2021-09-07 03:24:27
418,Socuellamos,39.2858,-2.7921,79.38,41,100,10.92,ES,2021-09-07 03:24:27
419,Saint-Joseph,-21.3667,55.6167,66.58,76,34,14.32,RE,2021-09-07 03:24:28
420,Mar Del Plata,-38.0023,-57.5575,53.62,94,0,11.5,AR,2021-09-07 03:24:28
421,Cururupu,-1.8283,-44.8683,74.21,91,42,3.42,BR,2021-09-07 03:24:28
422,Gamovo,57.8652,56.1056,38.82,100,75,8.95,RU,2021-09-07 03:24:29
423,Mokhsogollokh,61.4681,128.9203,60.91,38,94,4.27,RU,2021-09-07 03:24:29
424,Suez,29.9737,32.5263,71.13,77,0,4.27,EG,2021-09-07 03:24:29
425,Placido De Castro,-10.3353,-67.1856,76.01,76,99,1.88,BR,2021-09-07 03:24:30
426,Lorengau,-2.0226,147.2712,84.0,71,50,10.16,PG,2021-09-07 03:24:30
427,Chifeng,42.2683,118.9636,67.73,48,3,6.64,CN,2021-09-07 03:24:30
428,Arman,59.7,150.1667,58.08,46,58,4.52,RU,2021-09-07 03:24:31
429,San Andres,12.5847,-81.7006,82.42,78,40,10.36,CO,2021-09-07 03:24:31
430,Fortuna,40.5982,-124.1573,58.08,65,1,0.0,US,2021-09-07 03:24:31
431,Statesboro,32.4488,-81.7832,80.47,78,90,3.44,US,2021-09-07 03:24:32
432,San Carlos De Bariloche,-41.1456,-71.3082,37.15,70,75,3.44,AR,2021-09-07 03:24:32
433,Veraval,20.9,70.3667,80.96,88,93,12.15,IN,2021-09-07 03:24:32
434,Tigre,-34.426,-58.5796,61.29,86,75,13.8,AR,2021-09-07 03:24:33
435,Balikpapan,-1.2675,116.8289,77.99,94,40,3.44,ID,2021-09-07 03:24:33
436,Shalya,57.2471,58.7298,37.87,92,37,5.19,RU,2021-09-07 03:24:33
437,Verkhnyaya Inta,65.9811,60.3094,38.77,93,100,20.2,RU,2021-09-07 03:24:34
438,Port-Cartier,50.0334,-66.8654,57.42,97,100,6.82,CA,2021-09-07 03:24:34
439,Haapiti,-17.5667,-149.8667,82.13,69,12,12.35,PF,2021-09-07 03:24:34
440,Nuevo Laredo,27.4763,-99.5164,91.67,43,1,11.5,MX,2021-09-07 03:24:35
441,Yumen,40.2833,97.2,78.53,12,0,12.59,CN,2021-09-07 03:24:35
442,Kugulta,45.3636,42.3889,52.38,54,100,5.66,RU,2021-09-07 03:24:35
443,Severo-Yeniseyskiy,60.3725,93.0408,54.84,52,54,1.59,RU,2021-09-07 03:24:36
444,Taseyevo,57.2169,94.8978,49.48,66,98,3.85,RU,2021-09-07 03:24:36
445,Bubaque,11.2833,-15.8333,79.9,81,100,9.6,GW,2021-09-07 03:24:36
446,Freital,51.0017,13.6488,59.58,89,0,3.44,DE,2021-09-07 03:24:37
447,Datong,40.0936,113.2914,73.71,29,7,13.49,CN,2021-09-07 03:24:37
448,Timbiqui,2.7717,-77.6654,74.05,95,100,1.88,CO,2021-09-07 03:24:37
449,Scottsbluff,41.8666,-103.6672,77.29,32,26,4.0,US,2021-09-07 03:24:38
450,Lagunas,-5.2269,-75.6753,71.71,99,100,1.07,PE,2021-09-07 03:24:38
451,Yeppoon,-23.1333,150.7333,74.98,56,0,17.63,AU,2021-09-07 03:24:38
452,Talnakh,69.4865,88.3972,54.28,69,38,8.46,RU,2021-09-07 03:24:39
453,Talaya,61.3833,152.75,58.69,43,32,7.74,RU,2021-09-07 03:24:39
454,Ampanihy,-24.7,44.75,64.71,63,0,7.0,MG,2021-09-07 03:24:39
455,Hammerfest,70.6634,23.6821,43.25,100,75,2.3,NO,2021-09-07 03:24:40
456,Palauig,15.435,119.9045,85.3,70,100,5.06,PH,2021-09-07 03:24:40
457,Haicheng,40.8516,122.7475,70.47,68,55,8.01,CN,2021-09-07 03:24:40
458,Kitimat,54.0524,-128.6534,59.38,77,100,2.39,CA,2021-09-07 03:24:41
459,Bereda,43.2686,-7.5406,63.57,98,10,0.83,ES,2021-09-07 03:24:41
460,Mangochi,-14.4782,35.2645,70.11,52,0,2.04,MW,2021-09-07 03:24:42
461,Barkhan,29.8977,69.5256,84.99,41,8,2.26,PK,2021-09-07 03:24:42
462,Kenai,60.5544,-151.2583,59.02,78,1,9.22,US,2021-09-07 03:20:37
463,Brae,60.3964,-1.353,57.11,94,96,18.1,GB,2021-09-07 03:24:43
464,Sao Borja,-28.6606,-56.0044,66.94,87,92,11.14,BR,2021-09-07 03:24:43
465,Kollam,8.8833,76.6,80.47,85,99,7.49,IN,2021-09-07 03:24:43
466,Tommot,58.9564,126.2925,55.99,87,100,2.75,RU,2021-09-07 03:24:44
467,Ambilobe,-13.2,49.05,70.54,76,75,5.88,MG,2021-09-07 03:24:44
468,Bairnsdale,-37.8333,147.6167,67.46,62,91,15.48,AU,2021-09-07 03:24:44
469,Diplo,24.4667,69.584,84.4,72,100,8.48,PK,2021-09-07 03:24:45
470,Metro,-5.1131,105.3067,82.83,70,100,7.31,ID,2021-09-07 03:24:45
471,Pangnirtung,66.1451,-65.7125,39.47,82,14,1.81,CA,2021-09-07 03:24:45
472,Escarcega,18.6089,-90.7454,71.29,98,91,3.65,MX,2021-09-07 03:24:46
473,Whitehorse,60.7161,-135.0538,57.97,54,40,4.61,CA,2021-09-07 03:21:14
474,Sioux Lookout,50.1001,-91.917,61.18,88,90,10.36,CA,2021-09-07 03:24:46
475,Zhigansk,66.7697,123.3711,58.59,34,65,2.77,RU,2021-09-07 03:24:46
476,Ballina,-28.8667,153.5667,71.78,48,8,10.22,AU,2021-09-07 03:20:27
477,Igrim,63.1906,64.4162,43.39,71,100,10.31,RU,2021-09-07 03:24:47
478,Vanimo,-2.6741,141.3028,76.21,93,100,3.27,PG,2021-09-07 03:24:47
479,Marsa Matruh,31.3525,27.2453,75.9,68,0,4.45,EG,2021-09-07 03:24:48
480,Ankazoabo,-22.2833,44.5167,60.31,70,0,3.31,MG,2021-09-07 03:24:48
481,Praia,14.9215,-23.5087,77.54,94,20,4.61,CV,2021-09-07 03:24:49
482,Tonantins,-2.8731,-67.8022,73.85,92,64,1.48,BR,2021-09-07 03:24:49
483,Vernon,50.2581,-119.2691,69.3,47,43,1.14,CA,2021-09-07 03:24:49
484,Biloela,-24.4167,150.5,77.43,22,0,13.8,AU,2021-09-07 03:24:50
485,Marfino,55.7028,37.3822,44.85,93,90,8.95,RU,2021-09-07 03:24:50
486,Kibray,41.3873,69.4641,73.92,14,0,1.14,UZ,2021-09-07 03:24:50
487,Petropavlovsk-Kamchatskiy,53.0452,158.6483,61.39,59,75,11.18,RU,2021-09-07 03:23:10
488,La Tuque,47.4334,-72.7824,53.85,100,13,2.3,CA,2021-09-07 03:24:51
489,Anadyr,64.75,177.4833,39.7,87,75,11.18,RU,2021-09-07 03:24:51
490,San Lorenzo,-25.3333,-57.5333,85.14,54,0,6.91,PY,2021-09-07 03:24:51
491,Callaway,30.153,-85.5699,79.0,87,1,0.0,US,2021-09-07 03:24:52
492,Santa Cruz,-17.8,-63.1667,81.86,65,0,17.27,BO,2021-09-07 03:20:07
493,Tocopilla,-22.092,-70.1979,58.03,81,91,2.98,CL,2021-09-07 03:24:52
494,Dingle,10.9995,122.6711,77.05,92,100,3.11,PH,2021-09-07 03:24:53
495,Powell River,49.8496,-124.5361,65.05,84,62,3.09,CA,2021-09-07 03:24:53
496,Nanakuli,21.3906,-158.1547,84.15,58,90,4.61,US,2021-09-07 03:24:54
497,Soubre,5.7856,-6.6083,71.22,99,85,1.48,CI,2021-09-07 03:24:54
498,Campo Gobierno,24.6536,-107.5411,81.19,84,90,0.0,MX,2021-09-07 03:24:54
499,High Prairie,55.4334,-116.4858,58.3,52,62,12.55,CA,2021-09-07 03:24:55
500,Nouadhibou,20.931,-17.0347,71.58,94,75,14.97,MR,2021-09-07 03:24:55
501,Bodo,67.28,14.405,51.84,95,75,1.14,NO,2021-09-07 03:24:55
502,Seara,41.1818,-7.8003,68.95,69,27,4.23,PT,2021-09-07 03:24:56
503,Labuhan,-6.8844,112.2051,88.47,55,25,2.28,ID,2021-09-07 03:24:56
504,Hobyo,5.3505,48.5268,77.14,83,100,20.2,SO,2021-09-07 03:24:56
505,Bilma,18.6853,12.9164,86.31,40,18,4.07,NE,2021-09-07 03:24:57
506,Xai-Xai,-25.0519,33.6442,66.74,93,62,3.85,MZ,2021-09-07 03:24:57
507,Illela,13.7292,5.2975,80.91,67,95,13.29,NG,2021-09-07 03:24:57
508,Pacific Grove,36.6177,-121.9166,80.26,86,1,1.99,US,2021-09-07 03:24:58
509,Iquitos,-3.7481,-73.2472,77.04,88,75,5.75,PE,2021-09-07 03:24:54
510,Palmer,42.1584,-72.3287,63.95,76,1,8.05,US,2021-09-07 03:24:58
511,Slave Lake,55.2834,-114.769,58.93,53,33,14.47,CA,2021-09-07 03:24:58
512,Ilanskiy,56.2358,96.065,50.2,56,100,4.65,RU,2021-09-07 03:24:59
513,Christchurch,-43.5333,172.6333,64.6,42,20,20.71,NZ,2021-09-07 03:21:47
514,Luancheng,37.8792,114.6517,78.96,66,0,8.12,CN,2021-09-07 03:24:59
515,Suraabad,40.8192,49.4687,71.78,78,39,24.47,AZ,2021-09-07 03:25:00
516,Areia Branca,-4.9561,-37.1369,75.7,73,23,17.69,BR,2021-09-07 03:25:00
517,Sao Domingos,-13.3983,-46.3183,77.27,26,60,6.13,BR,2021-09-07 03:25:00
518,Safaga,26.7292,33.9365,84.79,44,1,18.3,EG,2021-09-07 03:25:01
519,Addis Abeba,9.025,38.7469,51.8,91,96,2.51,ET,2021-09-07 03:22:17
520,Seidu,9.0167,-10.6,67.78,97,95,1.21,SL,2021-09-07 03:25:01
521,Maceio,-9.6658,-35.7353,71.04,100,40,2.3,BR,2021-09-07 03:22:24
522,Mayskiy,47.6931,40.1025,49.41,52,79,4.76,RU,2021-09-07 03:25:01
523,Port Hedland,-20.3167,118.5667,87.85,6,25,16.11,AU,2021-09-07 03:25:02
524,Coahuayana,18.7333,-103.6833,75.81,95,100,4.34,MX,2021-09-07 03:25:02
525,Wanxian,30.8039,108.3897,70.45,95,100,3.09,CN,2021-09-07 03:25:02
526,Ossora,59.2353,163.0719,56.34,59,30,9.01,RU,2021-09-07 03:25:03
527,Aktash,50.3,87.7333,53.74,45,25,1.72,RU,2021-09-07 03:25:04
528,Lobez,53.6392,15.6213,56.28,65,100,6.2,PL,2021-09-07 03:25:04
529,Mongo,12.1844,18.693,72.48,89,93,4.27,TD,2021-09-07 03:25:04
530,Semirom,31.4167,51.5667,62.29,16,0,3.56,IR,2021-09-07 03:25:05
531,Hong Gai,20.956,107.0946,80.51,73,88,4.68,VN,2021-09-07 03:25:05
532,Riviere-Au-Renard,48.9957,-64.3971,59.29,99,100,0.81,CA,2021-09-07 03:25:05
533,Port Augusta,-32.5,137.7667,68.7,42,4,5.82,AU,2021-09-07 03:25:06
534,Rocha,-34.4833,-54.3333,54.46,86,100,11.65,UY,2021-09-07 03:25:06
535,Tashtyp,52.7939,89.8983,67.73,48,98,2.13,RU,2021-09-07 03:25:06
536,Kolondieba,11.0882,-6.8926,71.8,91,48,2.28,ML,2021-09-07 03:25:07
537,Mindelo,16.8901,-24.9804,78.35,89,20,5.75,CV,2021-09-07 03:25:07
538,Aswan,24.0934,32.907,83.25,33,7,9.8,EG,2021-09-07 03:25:07
539,Rogozno,52.7523,16.9905,56.28,59,100,6.78,PL,2021-09-07 03:25:08
540,The Pas,53.8251,-101.2541,62.62,67,1,6.93,CA,2021-09-07 03:25:08
541,Port-Gentil,-0.7193,8.7815,76.06,83,95,10.29,GA,2021-09-07 03:25:08
542,Rurrenabaque,-14.4413,-67.5278,72.54,89,36,1.79,BO,2021-09-07 03:25:09
543,Udachnyy,66.4167,112.4,60.4,40,6,2.24,RU,2021-09-07 03:25:09
544,Macia,-25.0269,33.0989,67.53,94,76,7.81,MZ,2021-09-07 03:25:09
545,Dukat,62.55,155.55,39.9,87,100,3.6,RU,2021-09-07 03:25:10
546,Dhidhdhoo,6.8833,73.1,82.11,76,100,13.69,MV,2021-09-07 03:25:10
547,Garissa,-0.4536,39.6401,73.78,78,95,15.43,KE,2021-09-07 03:25:10
548,Placer,39.0666,-120.7677,80.51,21,27,5.61,US,2021-09-07 03:25:11
549,High Level,58.5169,-117.136,62.71,55,75,2.3,CA,2021-09-07 03:25:11
550,Baherden,38.4362,57.4316,79.93,33,0,4.14,TM,2021-09-07 03:25:11
551,Aborlan,9.4352,118.5492,87.82,60,88,1.54,PH,2021-09-07 03:23:49
552,Skagen,57.7209,10.5839,60.1,88,100,18.05,DK,2021-09-07 03:25:12
553,Samarai,-10.6167,150.6667,78.62,71,91,19.08,PG,2021-09-07 03:23:12
554,Krasne,49.9145,24.6134,42.15,69,77,5.88,UA,2021-09-07 03:25:12
555,Okakarara,-20.5833,17.4333,55.0,15,0,5.14,NA,2021-09-07 03:21:20
556,Kutum,14.2,24.6667,74.21,61,72,2.24,SD,2021-09-07 03:25:13
557,Samana,19.2056,-69.3369,78.96,86,12,6.76,DO,2021-09-07 03:25:13
558,Duldurga,50.6761,113.5931,47.48,62,98,9.84,RU,2021-09-07 03:25:14
559,Dinahican,14.7167,121.7167,82.24,82,100,15.99,PH,2021-09-07 03:25:14
560,Kiruna,67.8557,20.2251,43.72,87,75,6.91,SE,2021-09-07 03:25:14
561,Bud,39.447,-86.1758,72.91,84,9,6.44,US,2021-09-07 03:25:15
562,Laramie,41.3114,-105.5911,66.02,17,1,10.36,US,2021-09-07 03:25:15
